0 2
0 8
0 60
1 16
1 30
1 50
2 39
2 45
3 41
3 46
3 62
4 7
4 17
4 38
5 29
5 39
5 61
6 12
6 30
6 57
7 49
7 62
8 24
8 34
9 15
9 26
9 43
10 18
10 44
10 53
11 20
11 46
11 54
12 50
12 65
13 34
13 56
13 60
14 17
14 19
14 62
15 51
15 52
16 20
16 36
17 22
18 51
18 55
19 31
19 56
20 33
21 37
21 43
21 59
22 48
22 56
23 35
23 55
23 61
24 35
24 45
25 42
25 59
25 63
26 59
26 64
27 43
27 44
27 51
28 30
28 36
28 40
29 53
29 55
31 34
31 35
32 42
32 47
32 65
33 38
33 49
36 54
37 44
37 58
38 48
39 58
40 41
40 57
41 54
42 64
45 61
46 49
47 50
47 52
48 60
52 64
53 58
57 63
63 65
